대분류,기준품목,세부품목,대표검색어,별칭·검색변형,산지명여부,산지,주출하시작월,주출하종료월,제철표시,소싱확인권장월,상품등록권장월,시즌유형,판매우선도,시즌근거수준,DB구분,출처·메모
수산물,붉은살등푸른,제주방어,제주방어,"대방어, 방어, 제주방어",Y,제주,11,2,11~12월·1~2월,9,10,겨울·월동,4,세부품목,제철판매확장,제철판매 보강
수산물,새우,가시발새우,가시발새우,가시발,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,강화도새우젓,강화도새우젓,"새우젓, 도새우젓, 강화도새우젓",Y,강화,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
수산물,새우,건새우,건새우,건,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,꽃새우,꽃새우,꽃,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,단새우,단새우,단,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,닭새우,닭새우,"독도닭새우, 닭",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
수산물,새우,대하,대하,,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,도화새우,도화새우,도화,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,독도새우,독도새우,"독도꽃새우, 독도",N,,8,11,8~11월,6,7,단기,4,기준품목,추가DB,시장·산지 검색어 보강
수산물,새우,두절새우,두절새우,두절,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,딱새우,딱새우,딱,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,민물새우,민물새우,민물,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,보리새우,보리새우,보리,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,블랙타이거새우,블랙타이거새우,블랙타이거,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,새뱅이,새뱅이,,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,신안왕새우,신안왕새우,"흰다리새우, 신안왕, 왕새우, 신안왕새우",Y,신안,8,11,8~11월,6,7,단기,4,기준품목,제철판매확장,제철판매 보강
수산물,새우,토하,토하,,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,홍새우,홍새우,홍,N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,새우,흰다리새우,흰다리새우,"흰다리왕새우, 왕새우, 흰다리",N,,8,11,8~11월,6,7,단기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어,속초오징어,속초오징어,"속초, 오징어, 속초오징어",Y,속초,7,11,7~11월,5,6,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,오징어,울릉도오징어,울릉도오징어,"울릉도마른오징어, 울릉도, 오징어, 울릉도오징어",Y,울릉도,7,11,7~11월,5,6,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
수산물,오징어,주문진오징어,주문진오징어,"주문진, 오징어, 주문진오징어",Y,주문진,7,11,7~11월,5,6,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,오징어,포항오징어,포항오징어,"포항, 오징어, 포항오징어",Y,포항,7,11,7~11월,5,6,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,오징어문어,갑오징어,갑오징어,"참오징어, 갑",N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,꼴뚜기,꼴뚜기,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,낙지,낙지,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,대왕문어,대왕문어,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,돌문어,돌문어,참문어,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB+제철보강,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,무늬오징어,무늬오징어,무늬,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,문어,문어,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,생물오징어,생물오징어,생물,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,세발낙지,세발낙지,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,여수돌문어,여수돌문어,"돌문어, 여수돌문어",Y,여수,5,10,5~10월,3,4,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,오징어문어,주꾸미,주꾸미,쭈꾸미,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,쭈꾸미,쭈꾸미,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,참문어,참문어,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,총알오징어,총알오징어,총알,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,통영문어,통영문어,"문어, 통영문어",Y,통영,5,10,5~10월,3,4,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,오징어문어,피문어,피문어,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,한치,한치,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,호래기,호래기,,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,활오징어,활오징어,활,N,,5,10,5~10월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,오징어문어,제주한치,제주한치,"한치, 제주한치",Y,제주,6,9,6~9월,4,5,단기,4,세부품목,기본DB+제철보강,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,임연수,임연수,임연수,"임연수어, 이면수",N,,11,3,11~12월·1~3월,9,10,겨울·월동,3,기준품목,추가DB,시장·산지 검색어 보강
수산물,장어,갯장어,갯장어,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,고창풍천장어,고창풍천장어,"민물장어, 풍천장어, 고창풍천장어",Y,고창,5,9,5~9월,3,4,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,장어,꼼장어,꼼장어,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,먹장어,먹장어,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,민물장어,민물장어,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,바다장어,바다장어,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,뱀장어,뱀장어,민물장어,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,붕장어,붕장어,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,아나고,아나고,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,영광민물장어,영광민물장어,"민물장어, 영광민물장어",Y,영광,5,9,5~9월,3,4,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,장어,장어,장어,생장어,N,,5,9,5~9월,3,4,중장기,3,기준품목,추가DB,시장·산지 검색어 보강
수산물,장어,통영바다장어,통영바다장어,"붕장어, 바다장어, 통영바다장어",Y,통영,5,9,5~9월,3,4,중장기,4,기준품목,제철판매확장,제철판매 보강
수산물,장어,풍천장어,풍천장어,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,장어,하모,하모,,N,,5,9,5~9월,3,4,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,전복,완도전복,완도전복,"완도활전복, 완도, 전복, 완도전복",Y,완도,5,10,5~10월,3,4,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
수산물,조개,가리비,가리비,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,개조개,개조개,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,고둥,고둥,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,골뱅이,골뱅이,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,관자가리비,관자가리비,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,굴,굴,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,남해피조개,남해피조개,"피꼬막, 피조개, 남해피조개",Y,남해,11,5,11~12월·1~5월,9,10,겨울·월동,4,기준품목,제철판매확장,제철판매 보강
수산물,조개,논고둥,논고둥,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,다슬기,다슬기,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,담치,담치,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,대합,대합,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,동죽,동죽,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,맛조개,맛조개,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,바지락,바지락,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,백골뱅이,백골뱅이,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,백합,백합,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,벚굴,벚굴,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,비단가리비,비단가리비,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,뿔소라,뿔소라,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,새꼬막,새꼬막,"참꼬막, 새",N,,11,5,11~12월·1~5월,9,10,겨울·월동,5,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,새조개,새조개,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,석화,석화,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,섭,섭,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,소라,소라,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,오분자기,오분자기,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,왕우럭조개,왕우럭조개,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,재첩,재첩,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,전복,전복,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,참꼬막,참꼬막,"새꼬막, 참",N,,11,5,11~12월·1~5월,9,10,겨울·월동,5,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,참소라,참소라,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,참전복,참전복,참,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,코끼리조개,코끼리조개,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,키조개,키조개,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,피조개,피조개,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,해만가리비,해만가리비,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,홍가리비,홍가리비,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,홍합,홍합,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,활전복,활전복,활,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,황골뱅이,황골뱅이,,N,,11,5,11~12월·1~5월,9,10,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,조개,여수새조개,여수새조개,"새조개, 여수새조개",Y,여수,12,3,12~12월·1~3월,10,11,겨울·월동,4,세부품목,제철판매확장,제철판매 보강
수산물,해조류,감태,감태,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,곰피,곰피,쇠미역,N,,2,6,2~6월,12,1,중장기,3,기준품목,추가DB,시장·산지 검색어 보강
수산물,해조류,곱창김,곱창김,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,구운감태,구운감태,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,기장미역,기장미역,"기장, 미역, 기장미역",Y,기장,2,6,2~6월,12,1,중장기,4,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,김,김,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,꼬시래기,꼬시래기,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,다시마,다시마,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,돌미역,돌미역,돌,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,매생이,매생이,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,모자반,모자반,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,물김,물김,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,미역,미역,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,미역귀,미역귀,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,생다시마,생다시마,생,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,생미역,생미역,생,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,세모가사리,세모가사리,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,쌈다시마,쌈다시마,쌈,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,우뭇가사리,우뭇가사리,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,청각,청각,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,톳,톳,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,파래,파래,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,파래김,파래김,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,해조류,해초모듬,해초모듬,,N,,2,6,2~6월,12,1,중장기,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,홍어,목포홍어,목포홍어,"목포삭힌홍어, 삭힌홍어, 생홍어, 홍어, 목포홍어",Y,목포,1,12,1~12월,11,12,연중,4,기준품목,추가DB,시장·산지 검색어 보강
수산물,홍어,홍어,홍어,"삭힌홍어, 생홍어",N,,1,12,1~12월,11,12,연중,2,기준품목,추가DB,시장·산지 검색어 보강
수산물,홍어,흑산도홍어,흑산도홍어,"신안흑산홍어, 삭힌홍어, 생홍어, 홍어, 흑산도홍어",Y,흑산도,1,12,1~12월,11,12,연중,4,세부품목,추가DB,시장·산지 검색어 보강
수산물,흰살생선,갈치,갈치,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,개복치,개복치,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,거제대구,거제대구,"대구, 거제대구",Y,거제,10,4,10~12월·1~4월,8,9,겨울·월동,4,기준품목,제철판매확장,제철판매 보강
수산물,흰살생선,광어,광어,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,군산박대,군산박대,"박대, 군산박대",Y,군산,10,4,10~12월·1~4월,8,9,겨울·월동,4,기준품목,제철판매확장,제철판매 보강
수산물,흰살생선,기름가자미,기름가자미,생가자미,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,꼼치,꼼치,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,넙치,넙치,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,노가리,노가리,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,대구,대구,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,덕자병어,덕자병어,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,도다리,도다리,문치가자미,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB+제철보강,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,도루묵,도루묵,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,돌가자미,돌가자미,생가자미,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,동태,동태,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,먹갈치,먹갈치,먹,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,명태,명태,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,목포민어,목포민어,"민어, 목포민어",Y,목포,10,4,10~12월·1~4월,8,9,겨울·월동,4,기준품목,제철판매확장,제철판매 보강
수산물,흰살생선,문치가자미,문치가자미,생가자미,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,물가자미,물가자미,생가자미,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,물메기,물메기,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,민어,민어,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB+제철보강,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,박대,박대,서대,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB+제철보강,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,백조기,백조기,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,병어,병어,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,보구치,보구치,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,볼락,볼락,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,부세,부세,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,북어,북어,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,생대구,생대구,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,생태,생태,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,서대,서대,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,성대,성대,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,수조기,수조기,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,신안민어,신안민어,"민어, 신안민어",Y,신안,10,4,10~12월·1~4월,8,9,겨울·월동,4,기준품목,제철판매확장,제철판매 보강
수산물,흰살생선,쏨뱅이,쏨뱅이,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,아귀,아귀,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,양미리,양미리,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,양태,양태,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,열기,열기,,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB,https://www.nifs.go.kr / https://www.kamis.or.kr
수산물,흰살생선,용가자미,용가자미,생가자미,N,,10,4,10~12월·1~4월,8,9,겨울·월동,3,기준품목,기본DB+제철보강,https://www.nifs.go.kr / https://www.kamis.or.kr
